path,extension,top_level_area,owner_area,file_kind,authority_class,implementation_class,surface_or_system,active_status,risk_level,line_count,imports_or_dependencies,declared_types_or_headings,uses_legacy_language,uses_forbidden_architecture,contains_user_facing_copy,contains_runtime_truth,contains_ui_truth,contains_release_claims,contains_validation_logic,contains_generated_or_stale_artifact_risk,recommended_action,reason
.codex/CODEX_SCORECARD.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,90,,Codex Scorecard; 1. Scoring Rule; 2. Metrics; 3. Numeric Mapping; 4. Closeout Template; 5. Update Rules,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/DEPARTMENT_REGISTRY.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,157,,Ambitions Codex Department Registry; 1. Department Model; 2. Review Board Matrix; 3. Ownership Map; 4. File Responsibility Map; 5. Compatibility Debt Register,no,yes,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/GLOBAL_BATCH_TRAIN.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,166,,Codex Global Batch Train; Authority; Current Source Of Sequencing; Global Sequence Table; Completed Section; Active Next Section,yes,yes,yes,no,no,no,no,no,retain with proof or extraction plan,Contains legacy naming that should stay compatibility-only or be rewritten.
.codex/OPERATING_SYSTEM.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,281,,Ambitions Codex Operating System; 1. What `.codex` Is; 2. What `.codex` Is Not; 3. Mandatory Read Order; 4. Conflict Precedence Matrix; 5. Task Mode Router,no,yes,yes,no,no,yes,no,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/PR_PROTOCOL.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,154,,Codex PR Protocol; 1. Patch Intake; 2. Scope Rules; 3. Evidence Requirements; 4. Validation Requirements; 5. Screenshot Rules,no,no,yes,no,no,yes,yes,no,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/README.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,25,,Ambitions Codex Control Plane; Required read order; Boundary,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/REPO_INVENTORY.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,227,,Codex Repo Inventory; How To Use This Inventory; Authority Map; Top-Level Repo Map; Source Map; Truth And Docs Map,no,yes,yes,no,no,no,yes,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/REVIEW_BOARD.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,189,,Codex Review Board; 1. Review Rule; 2. Review Matrix; 3. Lane Criteria; Product; Design,yes,yes,yes,no,no,no,yes,yes,retain with proof or extraction plan,Contains legacy naming that should stay compatibility-only or be rewritten.
.codex/SESSION_BOOTSTRAP.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,149,,Codex Session Bootstrap; Authority; Current Start Sequence; Model-Tier Policy; Skill Selection Policy; Resume Prompt Template,no,yes,no,no,no,no,no,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/SKILL_GOVERNANCE.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,184,,Ambitions Codex Skill Governance; 1. Skill Classification Model; 2. Skill Metadata Schema; 3. Current Skill Inventory Summary; 4. Skills Allowed To Auto-Load; 5. Skills Requiring Explicit Batch Selection,no,yes,no,no,no,no,yes,yes,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/TOOLING_AND_VALIDATION.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,143,,Codex Tooling And Validation; Authority; MCP Tooling Map; Script Map; GitHub / CI Policy; Validation By Task Type,no,yes,yes,no,no,yes,yes,no,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/VALIDATION_HARNESS.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,311,,Codex Validation Harness; 1. Core Rule; 2. Pack Selector; 3. Docs Pack; 4. Source Pack; 5. UI Pack,yes,no,yes,no,no,yes,yes,no,retain with proof or extraction plan,Contains legacy naming that should stay compatibility-only or be rewritten.
.codex/checklists/README.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,24,,Ambitions 3.0 Codex Checklists; Batch Train Orchestrator,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/accessibility-change-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Accessibility Change Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/ambitionsos-checklist-catalog.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,39,,AmbitionsOS Checklist Catalog; Purpose; When An Item Stays Cataloged; When An Item Becomes A Split-Out Asset; Required Fields; Minimum Validation Evidence,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/architecture-hardening-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Architecture Hardening Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/batch-train-continuation-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Batch Train Continuation Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/batch-train-final-closeout-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Batch Train Final Closeout Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/batch-train-per-batch-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Batch Train Per Batch Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/batch-train-preflight-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Batch Train Preflight Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/batch-train-stop-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Batch Train Stop Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/definition-of-done-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,13,,Definition Of Done Checklist,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/definition-of-ready-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Definition Of Ready Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/dependency-change-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Dependency Change Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/faang-handoff-preservation-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Faang Handoff Preservation Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/feature-file-responsibility-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Feature File Responsibility Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/post-commit-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Post Commit Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/pre-commit-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Pre Commit Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/pre-implementation-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Pre Implementation Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/preflight-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Preflight Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/privacy-change-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Privacy Change Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/prompt-quality-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,12,,Prompt Quality Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/release-readiness-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Release Readiness Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/swiftui-state-contract-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,15,,Swiftui State Contract Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/task-width-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,12,,Task Width Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/toolchain-readiness-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,12,,Toolchain Readiness Checklist,no,no,no,no,no,no,yes,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/ui-change-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,14,,Ui Change Checklist,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/checklists/ui-test-contract-checklist.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,13,,UI Test Contract Checklist,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/config.toml,.toml,Codex governance,Codex governance,config_or_data,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,41,Swift,,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/README.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,17,,Ambitions 3.0 Codex Context Packs,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/action-closure-proof-receipts-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,28,,Action Closure Proof Receipts Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/ai-recommendation-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,28,,Ai Recommendation Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/capture-placement-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,28,,Capture Placement Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/dependency-management-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,29,,Dependency Management Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,yes,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/external-surfaces-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,29,,External Surfaces Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/goals-mission-control-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,28,,Goals Mission Control Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/minimal-default-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,30,,Minimal Default Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/plan-life-suite-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,28,,Plan Life Suite Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/privacy-accessibility-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,28,,Privacy Accessibility Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/release-readiness-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,28,,Release Readiness Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/shell-meridian-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,29,,Shell Meridian Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/today-reality-rail-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,29,,Today Reality Rail Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/context-packs/you-trust-memory-context.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,29,,You Trust Memory Context; Purpose; Always Read First; Then Read; Code Inspection Rule,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/README.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,34,,Ambitions Skill Evals; How To Use; What To Look For; What This Eval Pack Is Not,no,no,no,no,no,no,yes,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/improvement-loop-matrix.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,12,,Improvement Loop Matrix,no,no,yes,no,no,no,yes,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/01-phase-executor.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,34,,Eval Prompt 01: phase-executor; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Read Or Mentioned,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/02-xcodegen-target-writer.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,33,,Eval Prompt 02: xcodegen-target-writer; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Touched,no,no,no,no,no,no,yes,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/03-ios-extension-builder.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,35,,Eval Prompt 03: ios-extension-builder; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Touched,yes,no,yes,no,no,no,yes,no,retain with proof or extraction plan,Contains legacy naming that should stay compatibility-only or be rewritten.
.codex/evals/prompts/04-capture-flow-implementer.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,37,,Eval Prompt 04: capture-flow-implementer; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Touched,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/05-repo-truth-enforcer.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,34,,Eval Prompt 05: repo-truth-enforcer; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Touched,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/06-ios-qa-regression-checker.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,32,,Eval Prompt 06: ios-qa-regression-checker; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Read Or Mentioned,no,no,yes,no,no,yes,yes,no,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/07-design-system-guard.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,32,,Eval Prompt 07: design-system-guard; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Touched,yes,no,yes,no,no,no,no,no,retain with proof or extraction plan,Contains legacy naming that should stay compatibility-only or be rewritten.
.codex/evals/prompts/08-planner-domain-safe-editor.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,34,,Eval Prompt 08: planner-domain-safe-editor; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Touched,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/09-release-hardening.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,35,,Eval Prompt 09: release-hardening; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Read Or Mentioned,no,no,no,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/10-plan-first-enforcement.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,34,,Eval Prompt 10: plan-first-enforcement; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Read Or Mentioned,no,no,no,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/11-wrong-skill-recovery.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,33,,Eval Prompt 11: wrong-skill-recovery; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Read Or Mentioned,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/12-no-runtime-seam-invention.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,35,,Eval Prompt 12: no-runtime-seam-invention; Prompt; Expected Likely Skill(s); Success Looks Like; Common Failure Patterns; Files That Should Probably Be Read Or Mentioned,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/13-environment-blocked-validation.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Yellow,36,,Eval 13: Environment-Blocked Validation After Correct Code Edits; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,yes,yes,no,retain with proof or extraction plan,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/14-partial-implementation-missing-seam.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,41,,Eval 14: Partial Implementation When Runtime Seam Is Missing; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/15-wrong-workflow-narrow-recovery.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,39,,Eval 15: Wrong First Workflow Then Narrow Recovery; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,no,no,yes,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/16-extension-stop-at-config-planning.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,41,,Eval 16: Extension Work That Must Stop At Config Or Planning Stage; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,no,yes,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/17-docs-truth-no-overedit.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,40,,Eval 17: Multi-File Docs Truth Cleanup Without Over-Editing; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,no,yes,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/18-intake-classification-pressure-test.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,36,,Eval 18: Intake And Classification Pressure Test; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/19-overedit-refinement-loop.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,37,,Eval 19: Over-Editing Should Trigger Refinement; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,no,no,no,retain,"Classified conservatively from path, content, and current authority boundaries."
.codex/evals/prompts/20-seam-invention-to-refinement.md,.md,Codex governance,Codex governance,markdown_doc,active_codex_process_truth,validation_tool,codex_control_plane,active,Green,37,,Eval 20: Seam Invention Must Convert Into System Refinement; Prompt; Expected Likely Skill(s); Files Likely Touched; Files That Should Not Be Touched; Expected Stop Condition If Blocked,no,no,yes,no,no,no,yes,no,retain,"Classified conservatively from path, content, and current authority boundaries."
